chainlength	davareTime	duerrReactionTime	duerrAgeTime	klodaTime	gunzelReactionTime	gunzelAgeTime	deltaBoundTime	DBAgeTime	multi_gunzelReactionTime	deltaBound	inter_gunzelReaction
18	0.0	0.0	0	0	0	0	0.0	0	0.12256121635437012	17586999275	15609138939.0
15	0.0	0.0	0	0	0	0	0.0	0	0.0345311164855957	43996361656	41404328404.0
14	0.0	0.0	0	0	0	0	0.0	0	1.0998167991638184	4812362924	4521928380.0
15	0.0	0.0	0	0	0	0	0.0	0	0.4723029136657715	23183946973	24950267874.0
15	0.0	0.0	0	0	0	0	0.0	0	1.1221115589141846	14536819680	13764721803.0
12	0.0	0.0	0	0	0	0	0.0	0	0.021633148193359375	11080837595	10854894957.0
10	0.0	0.0	0	0	0	0	0.0	0	1.4275643825531006	651596092	798766855.0
11	0.0	0.0	0	0	0	0	0.0	0	0.9101824760437012	22546081803	24270669430.0
10	0.0	0.0	0	0	0	0	0.0	0	0.8931834697723389	25289654679	25780740108.0
16	0.0	0.0	0	0	0	0	0.0	0	0.3663825988769531	38479494197	37482456764.0
16	0.0	0.0	0	0	0	0	0.0	0	0.6199841499328613	37790204516	35485350821.0
10	0.0	0.0	0	0	0	0	0.0	0	0.019000530242919922	33428071387	38537425930.0
15	0.0	0.0	0	0	0	0	0.0	0	0.009557008743286133	6789128298	6549030312.0
12	0.0	0.0	0	0	0	0	0.0	0	2.0925424098968506	291390733	295565155.0
16	0.0	0.0	0	0	0	0	0.0	0	0.06456422805786133	9025235870	8680708820.0
14	0.0	0.0	0	0	0	0	0.0	0	2.9000754356384277	14990624546	14562027677.0
16	0.0	0.0	0	0	0	0	0.0	0	0.600039005279541	34377909811	31971438633.0
10	0.0	0.0	0	0	0	0	0.0	0	0.4742441177368164	15694473354	15891520742.0
12	0.0	0.0	0	0	0	0	0.0	0	0.8755307197570801	6854928381	6623254673.0
14	0.0	0.0	0	0	0	0	0.0	0	0.03725910186767578	42351993078	40211791368.0
15	0.0	0.0	0	0	0	0	0.0	0	0.17624592781066895	21754683137	18869376987.0
16	0.0	0.0	0	0	0	0	0.0	0	0.6885700225830078	21410119316	14994704877.0
17	0.0	0.0	0	0	0	0	0.0	0	1.238438367843628	9092825894	9429773063.0
15	0.0	0.0	0	0	0	0	0.0009963512420654297	0	0.015691280364990234	41814954253	40018719681.0
16	0.0	0.0	0	0	0	0	0.0	0	0.37036681175231934	34419494197	31974305639.0
24	0.0	0.0	0	0	0	0	0.0	0	0.11208462715148926	17073190003	14727095863.0
20	0.0	0.0	0	0	0	0	0.0	0	0.02307891845703125	44014387140	42355038917.0
20	0.0	0.0	0	0	0	0	0.0	0	0.1085975170135498	36143702375	32673741933.0
18	0.0	0.0	0	0	0	0	0.0	0	2.6044540405273438	40040977505	37644578930.0
22	0.0	0.0	0	0	0	0	0.0	0	0.21340322494506836	28359484434	21354151462.0
13	0.0	0.0	0	0	0	0	0.0	0	1.468122959136963	753897113	741721013.0
15	0.0	0.0	0	0	0	0	0.0	0	1.4781970977783203	13028022306	12619887561.0
21	0.0	0.0	0	0	0	0	0.0	0	1.080815076828003	31187417814	30156379243.0
24	0.0	0.0	0	0	0	0	0.0	0	0.03860664367675781	4379478487	3551112026.0
10	0.0	0.0	0	0	0	0	0.0	0	0.05728578567504883	14296328085	13571868211.0
17	0.0	0.0	0	0	0	0	0.0	0	0.10556221008300781	19200935475	17119209617.0
14	0.0	0.0	0	0	0	0	0.0	0	0.6475975513458252	29351802317	31809416669.0
18	0.0	0.0	0	0	0	0	0.0010030269622802734	0	0.008070945739746094	31250935475	30158528704.0
19	0.0	0.0	0	0	0	0	0.0	0	0.4723029136657715	23341937580	20273039394.0
23	0.0	0.0	0	0	0	0	0.0	0	0.018770217895507812	28906373133	25085413401.0
20	0.0	0.0	0	0	0	0	0.0	0	2.4313571453094482	28236682832	27231429845.0
14	0.0	0.0	0	0	0	0	0.0	0	0.02468562126159668	5411942522	5221865998.0
15	0.0	0.0	0	0	0	0	0.0	0	1.4702396392822266	31648595270	29576729879.0
26	0.0	0.0	0	0	0	0	0.0	0	0.26193690299987793	38071615380	30118043567.0
18	0.0	0.0	0	0	0	0	0.0	0	1.7292039394378662	35005693913	27911351354.0
17	0.0	0.0	0	0	0	0	0.0	0	0.05034279823303223	27053352910	25949642994.0
29	0.0	0.0	0	0	0	0	0.0	0	0.21830964088439941	66339713045	57487425929.0
13	0.0	0.0	0	0	0	0	0.0	0	0.07238006591796875	4993106209	4698612546.0
21	0.0	0.0	0	0	0	0	0.0	0	1.2665789127349854	45089713045	42534738222.0
21	0.0	0.0	0	0	0	0	0.0	0	0.21734166145324707	31825020305	24827658627.0
29	0.0	0.0	0	0	0	0	0.0	0	0.20435094833374023	82715139926	76675348594.0
15	0.0	0.0	0	0	0	0	0.0	0	1.5722451210021973	37478850430	35154687994.0
11	0.0	0.0	0	0	0	0	0.0	0	0.3643918037414551	14416387701	14017684891.0
16	0.0	0.0	0	0	0	0	0.0	0	0.05506396293640137	16877326517	15600335821.0
16	0.0	0.0	0	0	0	0	0.0	0	0.23674917221069336	11439216131	11082867944.0
16	0.0	0.0	0	0	0	0	0.0	0	1.4552526473999023	6569213419	5830260121.0
14	0.0	0.0	0	0	0	0	0.0	0	0.6220517158508301	2145185607	2023470319.0
18	0.0	0.0	0	0	0	0	0.0	0	0.6488807201385498	32817021536	30458484214.0
21	0.0	0.0	0	0	0	0	0.0	0	0.5053234100341797	8203897113	7065942715.0
14	0.0	0.0	0	0	0	0	0.0	0	0.19521546363830566	39550971044	37975524267.0
17	0.0	0.0	0	0	0	0	0.0	0	0.0510249137878418	22942372116	21135467475.0
12	0.0	0.0	0	0	0	0	0.0	0	0.05064892768859863	952636757	945016881.0
11	0.0	0.0	0	0	0	0	0.0	0	0.007577657699584961	7966758888	8057671481.0
17	0.0	0.0	0	0	0	0	0.0	0	0.6876685619354248	18175859756	17518773379.0
18	0.0	0.0	0	0	0	0	0.0	0	2.811324119567871	11587796646	10881276102.0
16	0.0	0.0	0	0	0	0	0.0	0	0.6310951709747314	2395362303	2037308654.0
30	0.0	0.0	0	0	0	0	0.0	0	3.2204132080078125	26992362924	24730810700.0
15	0.0	0.0	0	0	0	0	0.0	0	1.5567772388458252	18000071343	17309906407.0
14	0.0	0.0010006427764892578	0	0	0	0	0.0	0	2.432335138320923	15293747348	14844449311.0
22	0.0	0.0	0	0	0	0	0.0	0	1.0092666149139404	41084622155	37628321063.0
19	0.0	0.0	0	0	0	0	0.0	0	0.22129583358764648	45548250729	38763595780.0
11	0.0	0.0	0	0	0	0	0.0	0	0.5965745449066162	18680071343	22919493711.0
24	0.0	0.0	0	0	0	0	0.0009982585906982422	0	2.219468832015991	20096439753	18918504994.0
17	0.0	0.0	0	0	0	0	0.0	0	0.0285489559173584	7033862636	6176097623.0
23	0.0	0.0	0	0	0	0	0.0	0	2.9761762619018555	6420457550	5878820101.0
21	0.0	0.0	0	0	0	0	0.0	0	1.1870930194854736	24997734540	18644292078.0
15	0.0	0.0	0	0	0	0	0.0	0	1.6732192039489746	25899409798	25020937630.0
15	0.0	0.0	0	0	0	0	0.0	0	1.254568099975586	31989247915	30944797889.0
19	0.0	0.0	0	0	0	0	0.0	0	1.508148431777954	11747241632	11349732786.0
17	0.0	0.0	0	0	0	0	0.0	0	1.0155062675476074	52505025082	49636471911.0
10	0.0	0.0	0	0	0	0	0.0	0	0.4702584743499756	31941221427	32835280507.0
15	0.0	0.0	0	0	0	0	0.0	0	0.39245104789733887	5208043561	4638200615.0
16	0.0	0.0	0	0	0	0	0.0	0	0.2797667980194092	18544156756	16262634464.0
14	0.0	0.0	0	0	0	0	0.0	0	0.05706071853637695	4349794550	3928043915.0
15	0.0	0.0	0	0	0	0	0.0	0	1.0089523792266846	46162166985	46239564235.0
11	0.0	0.0	0	0	0	0	0.0	0	1.2871506214141846	472361413	473273906.0
14	0.0	0.0	0	0	0	0	0.0	0	0.9302446842193604	15375282202	14697365954.0
20	0.0	0.0	0	0	0	0	0.0	0	0.016065120697021484	39071353848	36195182302.0
15	0.0	0.0	0	0	0	0	0.0	0	0.044026851654052734	13433092670	13018893038.0
22	0.0	0.0	0	0	0	0	0.0	0	0.10361194610595703	44925924649	41657454427.0
25	0.0	0.0	0	0	0	0	0.0	0	0.21939516067504883	27687909811	20828672843.0
16	0.0	0.0	0	0	0	0	0.0009999275207519531	0	0.020075321197509766	52922294972	50125558352.0
18	0.0	0.0	0	0	0	0	0.0	0	2.9645886421203613	8162074074	7385344110.0
10	0.0	0.0	0	0	0	0	0.0	0	0.03599882125854492	22628071387	24336326036.0
17	0.0	0.0	0	0	0	0	0.0	0	2.4635961055755615	20177407786	19790980855.0
10	0.0	0.0	0	0	0	0	0.0	0	0.0040378570556640625	7507706876	8773020727.0
22	0.0	0.0	0	0	0	0	0.0	0	1.267662525177002	19843223835	18722730088.0
20	0.0	0.0	0	0	0	0	0.0	0	1.5337731838226318	21606214058	19354263391.0
15	0.0	0.0	0	0	0	0	0.0	0	0.5960743427276611	9617253171	9940924070.0
27	0.0	0.0	0	0	0	0	0.0	0	1.7432224750518799	26533042872	19862808197.0
12	0.0	0.0	0	0	0	0	0.0	0	0.0029964447021484375	29330958803	28844086814.0
20	0.0	0.0	0	0	0	0	0.0	0	0.7165112495422363	21618515157	15047020181.0
22	0.0	0.0	0	0	0	0	0.0	0	0.03836846351623535	40932845539	40442149210.0
11	0.0	0.0	0	0	0	0	0.0	0	1.4397869110107422	6859947902	6819717607.0
19	0.0	0.0	0	0	0	0	0.0	0	1.8258814811706543	2092553669	1804505004.0
11	0.0	0.0	0	0	0	0	0.0	0	0.4867737293243408	6767652542	6671125675.0
23	0.0	0.0	0	0	0	0	0.0	0	1.027883768081665	26471192572	25728132493.0
18	0.0	0.0	0	0	0	0	0.0	0	0.6965816020965576	14230317625	13921223897.0
12	0.0	0.0	0	0	0	0	0.0	0	1.153437614440918	15437219957	18144455602.0
12	0.0	0.0	0	0	0	0	0.0	0	2.590031862258911	14004730560	13461576980.0
14	0.0	0.0	0	0	0	0	0.0010476112365722656	0	0.829343318939209	14159484434	13775526446.0
30	0.0	0.0	0	0	0	0	0.0	0	0.5868675708770752	32209728609	29688254466.0
21	0.0	0.0	0	0	0	0	0.0	0	0.02109694480895996	28861942522	28752633637.0
16	0.0	0.0	0	0	0	0	0.0	0	0.02610611915588379	11658489068	11083497511.0
21	0.0	0.0	0	0	0	0	0.0	0	0.06654214859008789	9139249993	8774530675.0
8	0.0	0.0	0	0	0	0	0.0	0	0.49224281311035156	6603946973	6310832336.0
16	0.0	0.0	0	0	0	0	0.0	0	1.0301058292388916	1715571933	1588943510.0
21	0.0	0.0	0	0	0	0	0.0	0	0.5421597957611084	5264630534	3741971030.0
23	0.0	0.0	0	0	0	0	0.0	0	0.9843292236328125	43456276754	42353332290.0
26	0.0	0.0	0	0	0	0	0.0	0	1.1040291786193848	25745179900	18363187760.0
12	0.0	0.0	0	0	0	0	0.0	0	0.06956124305725098	848769746	894136068.0
16	0.0	0.0	0	0	0	0	0.0	0	1.362414836883545	35617797279	33228912673.0
11	0.0	0.0	0	0	0	0	0.0	0	0.9304890632629395	12830033717	12478228115.0
22	0.0	0.0	0	0	0	0	0.0	0	0.017706871032714844	61211520431	59577812504.0
16	0.0	0.0	0	0	0	0	0.0	0	1.6596934795379639	12394073798	11699035445.0
19	0.0	0.0	0	0	0	0	0.0	0	0.06461286544799805	26290512717	25416739710.0
21	0.0	0.0	0	0	0	0	0.0	0	0.19928693771362305	7080736975	6425728529.0
28	0.0	0.0	0	0	0	0	0.0009987354278564453	0	1.8428337574005127	40326429293	32472951391.0
20	0.0	0.0	0	0	0	0	0.0	0	1.1627264022827148	18064543164	16709258709.0
16	0.0	0.0	0	0	0	0	0.0	0	2.4443037509918213	23500476022	22519801683.0
19	0.0	0.0	0	0	0	0	0.0	0	3.0929007530212402	43130842594	41555278990.0
13	0.0	0.0	0	0	0	0	0.0	0	1.090212345123291	6858479848	6544761248.0
11	0.0	0.0	0	0	0	0	0.0	0	0.9254720211029053	10484490030	10346991968.0
15	0.0	0.0	0	0	0	0	0.0	0	0.03705859184265137	18158274603	17911254903.0
10	0.0	0.0	0	0	0	0	0.0	0	0.03732609748840332	24530553416	24010678912.0
14	0.0	0.0	0	0	0	0	0.0	0	0.6479809284210205	3317909811	2895431778.0
29	0.0	0.0	0	0	0	0	0.0	0	1.6375794410705566	44080113901	34173563458.0
21	0.0	0.0	0	0	0	0	0.0	0	0.25232911109924316	27450221502	19827328880.0
12	0.0	0.0	0	0	0	0	0.0	0	1.4342107772827148	33004391527	32436103395.0
15	0.0	0.0	0	0	0	0	0.0	0	0.5032966136932373	3695763522	3187883384.0
16	0.0	0.0	0	0	0	0	0.0	0	2.4478886127471924	19380624546	18830609632.0
17	0.0	0.0	0	0	0	0	0.0	0	0.05799984931945801	25565070968	24354847589.0
23	0.0	0.0	0	0	0	0	0.0	0	0.004055023193359375	47686922914	44698733407.0
17	0.0	0.0	0	0	0	0	0.0	0	1.0826702117919922	2406502415	2222118051.0
25	0.0	0.0	0	0	0	0	0.0	0	1.6410787105560303	47303217282	40011967659.0
17	0.0	0.0	0	0	0	0	0.001001596450805664	0	0.0400691032409668	14601363976	13649091844.0
28	0.0010340213775634766	0.0	0	0	0	0	0.0	0	0.13657879829406738	37893702375	33887640405.0
27	0.0	0.0	0	0	0	0	0.0	0	1.1940414905548096	26948518164	18884174497.0
20	0.0	0.0	0	0	0	0	0.0	0	0.6622869968414307	32836361656	31207362621.0
15	0.0	0.0	0	0	0	0	0.0	0	0.649627685546875	17894614190	20598076106.0
14	0.0	0.0	0	0	0	0	0.0	0	0.05196857452392578	11839128298	11651517468.0
19	0.0	0.0	0	0	0	0	0.0	0	0.016561269760131836	33582349214	31300365472.0
14	0.0	0.00099945068359375	0	0	0	0	0.0	0	0.031989097595214844	5897253171	5744781489.0
15	0.0	0.0	0	0	0	0	0.0	0	0.9873037338256836	6998535872	6702626106.0
12	0.0	0.0	0	0	0	0	0.0	0	0.029592275619506836	16996328085	15934940809.0
15	0.0	0.0	0	0	0	0	0.0	0	0.6310863494873047	17398436192	14703188895.0
22	0.0	0.0	0	0	0	0	0.0	0	0.02253580093383789	19315300176	16492715087.0
16	0.0	0.0	0	0	0	0	0.0	0	2.8405659198760986	8883812049	8562407822.0
17	0.0	0.0	0	0	0	0	0.0	0	0.4888041019439697	34183946973	31696791340.0
20	0.0	0.0	0	0	0	0	0.0	0	0.0029921531677246094	70606061697	65807749458.0
21	0.0	0.0	0	0	0	0	0.0	0	0.21790313720703125	31775936992	24819147720.0
10	0.0	0.0	0	0	0	0	0.0	0	0.5920276641845703	45774993653	45470507243.0
15	0.0	0.0	0	0	0	0	0.0	0	0.05434751510620117	17480033717	14835640483.0
20	0.0	0.0	0	0	0	0	0.0	0	3.9531471729278564	59949367188	57595394007.0
16	0.0	0.0	0	0	0	0	0.0	0	0.47573041915893555	9925235870	9092774458.0
14	0.0	0.0	0	0	0	0	0.0	0	1.5538649559020996	20301615380	19406424674.0
12	0.0	0.0	0	0	0	0	0.0	0	0.032564401626586914	15426673917	14792146787.0
31	0.0	0.0	0	0	0	0	0.0010013580322265625	0	2.6630942821502686	31798639443	24410762326.0
16	0.0	0.0	0	0	0	0	0.0	0	3.939337968826294	3664961602	3636018776.0
17	0.0	0.0	0	0	0	0	0.0	0	1.5692179203033447	11107120012	10727704572.0
13	0.0	0.0	0	0	0	0	0.0	0	2.9771597385406494	313813560	228735352.0
21	0.0	0.0	0	0	0	0	0.0	0	2.470566987991333	14936789632	13259112235.0
12	0.0	0.0	0	0	0	0	0.0	0	1.5428764820098877	15642063094	15749343044.0
14	0.0	0.0	0	0	0	0	0.0	0	1.468465805053711	21842680189	21022969253.0
11	0.0	0.0	0	0	0	0	0.0	0	0.025078535079956055	16874318241	15829467105.0
13	0.0	0.0	0	0	0	0	0.0	0	1.8933322429656982	3162673448	2789253737.0
14	0.0	0.0	0	0	0	0	0.0	0	3.0193331241607666	43314130825	41466510746.0
17	0.0	0.0	0	0	0	0	0.0	0	0.031737327575683594	24293624006	22074057128.0
11	0.0	0.0	0	0	0	0	0.0	0	0.89772629737854	24697511615	23803545892.0
19	0.0	0.0	0	0	0	0	0.0	0	0.47736477851867676	11911937580	11821679421.0
30	0.0	0.0	0	0	0	0	0.0	0	2.6789398193359375	31562477995	24504729810.0
22	0.0	0.0	0	0	0	0	0.0	0	0.40247225761413574	31999523785	25132595593.0
17	0.0	0.0	0	0	0	0	0.0	0	0.9998643398284912	15471192572	14742790435.0
15	0.0	0.0	0	0	0	0	0.0	0	0.08056068420410156	5498769746	5234706152.0
14	0.0	0.0	0	0	0	0	0.0	0	1.468935251235962	6491688524	5238936363.0
22	0.0	0.0	0	0	0	0	0.0	0	2.9115793704986572	31676819680	30218014177.0
17	0.0	0.0	0	0	0	0	0.0	0	0.10360026359558105	17967959457	16145202928.0
18	0.0	0.0	0	0	0	0	0.0	0	0.07205581665039062	22559035456	21407528930.0
28	0.0	0.0	0	0	0	0	0.0	0	1.7360684871673584	26927407786	18884122395.0
24	0.0	0.0	0	0	0	0	0.0	0	0.0941762924194336	3146500904	2825610334.0
11	0.0	0.0	0	0	0	0	0.0	0	0.943472146987915	3782063094	3761159594.0
15	0.0	0.0	0	0	0	0	0.0009989738464355469	0	0.6506481170654297	15658231214	15290023325.0
17	0.0	0.0	0	0	0	0	0.0	0	0.03103494644165039	15963798491	15324277595.0
15	0.0	0.0	0	0	0	0	0.0	0	1.1226770877838135	1526619231	1472268279.0
9	0.0	0.0	0	0	0	0	0.0	0	0.00403285026550293	29844614190	29636266867.0
20	0.0	0.0	0	0	0	0	0.0	0	0.10056424140930176	40670793287	37745247784.0
22	0.0	0.0	0	0	0	0	0.0	0	0.5691556930541992	28803033009	21928159685.0
14	0.0	0.0	0	0	0	0	0.0	0	1.5427937507629395	19771615380	19295050255.0
27	0.0	0.0	0	0	0	0	0.0	0	2.6306257247924805	60084724356	49936833988.0
26	0.0	0.0	0	0	0	0	0.0	0	0.23233628273010254	31122870007	23796766106.0
21	0.0	0.0	0	0	0	0	0.0	0	0.46497273445129395	11507118905	9003621700.0
16	0.0	0.0	0	0	0	0	0.0	0	0.9671900272369385	919793208	753620257.0
21	0.0	0.0	0	0	0	0	0.0	0	2.5064501762390137	26448600623	25445509675.0
16	0.0	0.0	0	0	0	0	0.0	0	0.10359621047973633	20323190003	22333144929.0
13	0.0	0.0	0	0	0	0	0.0	0	3.191521167755127	14679247915	14105194248.0
13	0.0	0.0	0	0	0	0	0.0	0	0.9152212142944336	4941047405	4617858393.0
17	0.0	0.0	0	0	0	0	0.0	0	0.005570650100708008	33947253171	31087384971.0
23	0.0	0.0	0	0	0	0	0.0	0	0.1526029109954834	7984075520	5910378517.0
13	0.0	0.0	0	0	0	0	0.0	0	0.019617319107055664	21619997897	21479147316.0
18	0.0	0.0	0	0	0	0	0.0	0	2.591062545776367	26242619389	25419296196.0
19	0.0	0.0	0	0	0	0	0.0	0	0.01602935791015625	22204953779	19944525667.0
16	0.0	0.0	0	0	0	0	0.0	0	0.17521238327026367	23882183937	21556186356.0
14	0.0	0.0	0	0	0	0	0.0	0	0.02956867218017578	7975571933	7577558082.0
27	0.0	0.0	0	0	0	0	0.0	0	0.027126073837280273	29579015449	28585283490.0
11	0.0	0.0	0	0	0	0	0.0	0	0.041831254959106445	7063212905	7033168663.0
16	0.0	0.0	0	0	0	0	0.0010008811950683594	0	1.440795660018921	5818043561	5872940897.0
16	0.0	0.0	0	0	0	0	0.0	0	1.8734750747680664	16921749193	16274911768.0
16	0.0	0.0	0	0	0	0	0.0	0	0.22631192207336426	34989507336	27844451280.0
15	0.0	0.0	0	0	0	0	0.0	0	2.4328489303588867	25299253667	25758346816.0
